"","EarDiameter_NY","EarLength_NY","EarRankNumber_NY","EarRowNumber_NY","EarWeight_NY","GDDAnthesisSilkingInterval_NY","GDDDaystoSilk_NY","GDDDaystoTassel_NY","GerminationCount_NY","LeafLength_NY","LeafWidth_NY","MainSpikeLength_NY","MiddleLeafAngle_NY","NIROil_NY","NIRProtein_NY","NIRStarch_NY","NorthernLeafBlightPercentage_NY","NumberofTilleringPlants_NY","PlantHeight_NY","SecondaryBranchNumber_NY","SeedSetLength_NY","StandCount_NY","TasselBranchLength_NY","TasselLength_NY","TasselPrimaryBranches_NY","TilleringIndex_NY","UpperLeafAngle_NY","X20KernelWeight_NY"
"CML323",38.6666666666667,137.166666666667,NA,12,56.3333333333333,22.5,962.9566675,940.4566675,7.44077612733705,953.5,71.75,277,67.5,5.53,15.285,65.095,NA,0.86473649885544,123.384299261511,2,115.489223514779,11.8580142642635,251,363,6.5,NA,65.2416291977279,3.73333333333333
"CML328",32.0415955819674,105.579005734386,NA,11.9576744948914,24.2330838030432,-8.64691425737563,1017.07451302851,1025.89777783576,2.94077612733705,709,94,188,54.2036014082141,NA,NA,NA,NA,0.86473649885544,160,3,98.4892235147786,5.85801426426351,207,327.5,21.5,1.5372864248341,NA,2.66281095246968
"CML331",NA,150.431137391445,NA,14.2307276745695,NA,NA,NA,812.56611283576,0.94077612733705,925.5,108.5,291,NA,NA,NA,NA,NA,0.86473649885544,NA,3.5,NA,11.8580142642635,271,401.5,13,0.537286424834101,NA,NA
"CML332",31.8985860095089,103.726874077326,NA,13.6846213152132,11.0534100585223,35.5164207426244,1036.51673802851,1001.17666783576,6.94077612733705,932,93.5,282.5,57.5,5.97078068550918,13.885078741422,62.7702523885481,NA,0.86473649885544,155,5.5,75.1254485855441,10.8580142642635,301,428,16,NA,75.2416291977279,2.7417621608067
"CML333",31.184605154426,113.431137391445,NA,10.2307276745695,42.412757547564,24.4058657426244,1025.40618302851,1001.17666783576,2.94077612733705,786,50.5,115,72.5,5.66078068550917,15.915078741422,59.9502523885481,NA,0.86473649885544,173.75,6.5,102.852998444013,10.8580142642635,169.5,257,26.5,0.537286424834101,75.2416291977279,2.48385974413267
"CML341",40.907697422787,135.784431304277,25.0415299227703,12.8846361627153,40.293621226218,NA,NA,1045.34000283576,4.44077612733705,973,107,258,72.5,NA,NA,NA,NA,0.86473649885544,198.384299261511,2.5,111.573500777993,12.8580142642635,298,359,7,NA,80.2416291977279,2.6417621608067
"CML38",36.5507069952455,148.636562961337,24.0415299227703,16.1576893423934,56.412757547564,33.1922225,985.038335,951.8436125,3.44077612733705,842,99.5,206,71.25,5.395,15.795,59.815,NA,0.86473649885544,150,3,111.937275707228,8.85801426426351,217,330,15.5,NA,85.2416291977279,2.67911891959665
"CML45",NA,NA,NA,NA,NA,NA,NA,NA,3.94077612733705,1095.5,116.5,239.495229530357,NA,NA,NA,NA,NA,0.86473649885544,NA,4.81857637417577,NA,10.8580142642635,296.712491631153,366.891762504946,19.3746963932817,0.537286424834101,NA,NA
"CML5",NA,NA,NA,NA,NA,NA,NA,NA,0.44077612733705,1066.5,88.5,304,69.2036014082141,NA,NA,NA,NA,0.86473649885544,NA,2,NA,8.85801426426351,288.5,389,8,NA,NA,NA
"CML52",NA,NA,NA,NA,NA,NA,NA,1045.34000283576,4.44077612733705,977,94.5,195,NA,NA,NA,NA,NA,0.86473649885544,203.384299261511,3,NA,8.85801426426351,213.5,324.5,15.5,NA,NA,NA
"CML61",NA,NA,NA,NA,NA,NA,NA,NA,0.44077612733705,NA,NA,NA,NA,NA,NA,NA,NA,0.86473649885544,NA,NA,NA,6.85801426426351,NA,NA,NA,NA,NA,NA
"CML69",37.0415955819674,135.579005734386,NA,12.9576744948914,56.7330838030432,46.6269757426244,1025.40618302851,951.8436125,2.94077612733705,1008,110.5,221.5,69.2036014082141,5.00078068550917,13.745078741422,65.6402523885481,NA,0.86473649885544,165,2.5,120.489223514779,7.85801426426351,248,286,10.5,0.537286424834101,NA,4.31281095246968
"CML77",43.5507069952456,128.636562961337,NA,15.1576893423934,76.9732949707388,33.0164207426244,914.574513028509,881.72944783576,2.94077612733705,717.5,75.5,242,57.5,NA,NA,NA,NA,0.86473649885544,137.5,-3.28261085073439e-16,123.852998444013,12.8580142642635,212,353,14,0.537286424834101,67.5,4.12911891959665
"CML91",38.5415955819674,133.329005734386,NA,11.2076744948914,69.4830838030432,22.9158325,940.4566675,917.538335,4.44077612733705,826.5,90,228.5,57.5,6.08078068550918,14.145078741422,65.7302523885481,NA,0.86473649885544,177.5,2.5,118.239223514779,10.8580142642635,266,359.5,10,NA,77.5,5.11281095246968
"CML92",43.7915955819674,154.329005734386,NA,15.2076744948914,77.2330838030432,24.4058657426244,980.406183028509,956.17666783576,2.44077612733705,740.5,74.5,202.5,74.2036014082141,NA,NA,NA,NA,1.86473649885544,167.5,3,126.239223514779,8.85801426426351,229,309,11,0.537286424834101,NA,4.66281095246968
"CMV3",33.3985860095089,92.2268740773264,NA,12.6846213152132,23.5534100585223,-7.23753074262437,689.588816971491,696.65499716424,7.94077612733705,600.5,68.5,266,53.2963985917859,NA,NA,NA,NA,0.86473649885544,108.384299261511,1.85494432541746e-16,88.1254485855441,2.85801426426351,183,334.25,9.5,NA,49.7583708022721,3.1417621608067
"CO106",36.7915955819674,99.0790057343859,NA,11.6846213152132,51.2330838030432,20.97111,650.4566675,629.4830575,6.44077612733705,547.5,76,169,54.2036014082141,NA,NA,NA,NA,0.86473649885544,110,1,94.4892235147786,8.85801426426351,187,253,12.5,NA,29.7583708022721,3.56281095246968
"CO125",31.6666666666667,93.3333333333333,11.0415299227703,12,32.6666666666667,23.2475,702.7763875,679.52639,6.44077612733705,468.696721511899,51.741542692935,220,NA,NA,NA,NA,NA,0.86473649885544,110,2.84851866733688e-17,79.6666666666667,9.85801426426351,166.712491631153,246,3,NA,57.2583708022721,3.51281095246968
"CO255",38.0415955819674,135.329005734386,NA,11.9576744948914,58.412757547564,20.136945,666.9422225,646.80278,10.440776127337,465,58.5,162.5,57.5,NA,NA,NA,NA,0.86473649885544,132.5,0,128.739223514779,13.8580142642635,110,206.75,5.75,NA,NA,4.73781095246968
"D940Y",34.2915955819674,134.579005734386,NA,11.9576744948914,45.2330838030432,23.47111,975.3172225,951.8436125,1.94077612733705,910.5,101,243,60,5.21078068550918,15.935078741422,60.3002523885481,NA,0.86473649885544,157.5,4,116.989223514779,10.8580142642635,285,396,10.5,0.537286424834101,80.2416291977279,3.66281095246968
"DE-2",45.5507069952455,145.136562961337,20.0415299227703,15.6576893423934,113.533832393914,40.4277775,885.009445,844.5816675,0.44077612733705,710.696721511899,93.7415426929351,268.5,68.2963985917859,NA,NA,NA,NA,0.86473649885544,131.615700738489,0.818576374175771,134.937275707228,0.858014264263514,202.712491631153,354,9,0.537286424834101,65,6.57437809506063
"DE-3",43.0507069952455,138.636562961337,19.0415299227703,17.1576893423934,105.473294970739,-3.19097067721358e-15,885.038335,885.038335,2.94077612733705,763,83.5,190.5,65,4.945,12.9,64.61,NA,0.86473649885544,142.5,3,133.937275707228,7.85801426426351,193,287.5,14,0.537286424834101,67.5,4.57911891959665
"DE1",43.3007069952455,175.386562961337,24.0415299227703,14.1576893423934,132.973294970739,18.5936125,903.608055,885.009445,1.94077612733705,711.5,82,246,66.25,4.345,12.545,67.225,NA,0.86473649885544,140,1,156.187275707228,8.85801426426351,165,326.25,10.25,0.537286424834101,57.5,5.82911891959665
"DE811",43.5,150.5,30.0415299227703,16.3333333333333,102.666666666667,18.92778,869.038335,850.110555,5.44077612733705,763.696721511899,78.741542692935,237.25,70,4.21078068550918,16.375078741422,64.2802523885481,NA,0.86473649885544,187.5,1.5,133.166666666667,10.8580142642635,214,317,5,NA,77.5,5.11666666666667
"E2558W",36.0415955819674,159.579005734386,NA,10.4576744948914,87.4830838030432,80.5164207426244,962.074513028509,903.2330575,6.94077612733705,814.5,91.5,254,65,5.50078068550918,13.215078741422,69.830252388548,NA,2,140,1,150.989223514779,13.8580142642635,230,379,11,1.5,62.5,4.41281095246968
"EP1",35,112.5,NA,12.6666666666667,39.793621226218,28.8172225,665.8316675,637.011945,10.940776127337,520,93,159.5,45.7963985917859,4.68921931449083,18.654921258578,58.5597476114519,NA,0.86473649885544,107.5,0.5,96.2392235147786,10.8580142642635,118,225,15.5,1.5372864248341,39.7583708022721,4.65807012793367
"F2834T",40,139,NA,12.3333333333333,84.1666666666667,-6.78822743319535e-16,885.038335,885.038335,5.44077612733705,749,69,316.75,63.75,4.37078068550917,11.635078741422,69.7002523885481,NA,0.86473649885544,125,1.5,136.989223514779,12.8580142642635,259.5,414.25,10,1.5372864248341,72.5,6.23333333333334
"F44",33.3333333333333,87.5,13.0415299227703,15.7076744948914,22.3333333333333,43.5383325,985.038335,941.4975,3.44077612733705,853.5,74,223.75,50,3.72921931449083,14.164921258578,65.149747611452,NA,2.5,182.5,5,68.5,7.85801426426351,202,371.25,17.75,1.4627135751659,65.2416291977279,2.96281095246968
"F6",34.6666666666667,139,24.0415299227703,11.3846361627153,49.5,19.5816675,982.538335,962.9566675,4.94077612733705,865.5,99,233.5,70,NA,NA,NA,NA,0.86473649885544,165,6,123.666666666667,9.85801426426351,255.5,395.5,19.5,NA,75.2416291977279,3.81666666666667
"F7",32.6666666666667,116.666666666667,20.0415299227703,10.6666666666667,31,5.6922225,628.6513875,622.9566675,5.94077612733705,650.5,69,246,69.2036014082141,NA,NA,NA,NA,0.86473649885544,90,-1.42425933366844e-17,101.333333333333,8.85801426426351,165,272,2,NA,44.7583708022721,3.63333333333333
"GA209",36.0415955819674,99.0790057343859,NA,12.4576744948914,36.2330838030432,68.0164207426244,972.8172225,944.22944783576,2.94077612733705,811.5,76.5,224,55,NA,NA,NA,NA,0.86473649885544,157.5,3.5,94.4892235147786,10.8580142642635,209,345,17,NA,72.5,3.96281095246968
"GT112",NA,122.431137391445,NA,10.2307276745695,27.412757547564,-3.64691425737563,1036.51673802851,1040.34000283576,1.94077612733705,792.303278488101,90.258457307065,202,70.7963985917859,NA,NA,NA,NA,0.86473649885544,176.615700738489,2,NA,11.8580142642635,160,253.5,13,NA,NA,3.28385974413267
"H105W",44.157697422787,174.784431304277,39.0415299227703,17.3846361627153,108.543621226218,41.163335,817.6922225,776.52389,5.94077612733705,800,75.5,258.25,58.75,3.955,15.3,62.85,NA,0.86473649885544,145,-2.49756462139251e-16,162.573500777993,9.85801426426351,167,342.25,7.5,NA,32.5,3.7417621608067
"H49",40.157697422787,157.284431304277,36.0415299227703,17.3846361627153,127.543621226218,26.0936125,816.34611,790.2475,5.94077612733705,790.5,101.5,181.5,42.5,3.875,14.9,68.645,NA,0.86473649885544,152.5,3,139.573500777993,12.8580142642635,217,277,12,NA,47.5,4.70807012793367
"H84",47.184605154426,150.431137391445,NA,20.2307276745695,142.412757547564,27.7375307426244,872.906183028509,845.34000283576,-0.55922387266295,659.303278488101,78.258457307065,219.495229530357,NA,NA,NA,NA,NA,0.86473649885544,146.615700738489,0.818576374175771,146.852998444013,1.85801426426351,162.712491631153,277.891762504946,6.3746963932817,NA,69.7583708022721,4.48385974413267
"H91",42,168.5,18.0415299227703,14.3333333333333,88,28.0552775,896.7066675,868.65139,5.94077612733705,835,84.5,243.25,67.5,3.625,13.885,67.715,NA,0.86473649885544,160,1.5,140.666666666667,12.8580142642635,192.5,311.75,8.5,0.537286424834101,52.5,4.15
"H95",41.1666666666667,166.833333333333,NA,15.6666666666667,100.166666666667,30.386945,903.608055,873.2186125,6.44077612733705,677.5,87,230.75,65,3.64,12.495,69.525,NA,0.86473649885544,142.5,2.5,136.489223514779,10.8580142642635,248,337.75,10.75,0.537286424834101,75,4.8
"H99",38.8985860095089,97.7268740773264,NA,11.6846213152132,38.0534100585223,-8.64691425737563,729.295628028509,738.11889283576,-0.55922387266295,NA,NA,208.495229530357,49.2036014082141,NA,NA,NA,NA,0.86473649885544,121.615700738489,1.81857637417577,70.1254485855441,12.8580142642635,186.712491631153,255.891762504946,5.3746963932817,NA,54.7583708022721,6.7417621608067
"Hi27",34.2915955819674,102.829005734386,NA,12.9576744948914,37.9830838030432,-36.1469142573756,968.788335,1040.34000283576,5.94077612733705,863,69.5,183,67.5,NA,NA,NA,NA,0.86473649885544,175,1.5,92.7392235147786,10.8580142642635,162,268.5,14,NA,77.5,3.46281095246968
"HP301",30.5415955819674,136.079005734386,NA,14.7076744948914,36.4830838030432,38.4013875,896.7066675,858.3052775,3.94077612733705,783.5,74.5,237.5,46.25,4.73078068550917,12.315078741422,63.6302523885481,NA,3.5,130,2.5,123.739223514779,10.8580142642635,225,369.75,13.5,1,42.5,1.86281095246968
"ILLHy",45.8985860095089,129.726874077326,NA,16.6846213152132,76.0534100585223,19.9686125,874.6922225,854.72111,7.94077612733705,640.5,65,231.75,46.25,3.56921931449083,12.234921258578,69.6497476114519,NA,0.86473649885544,120,0.5,119.625448585544,8.85801426426351,172,298.25,9.25,0.537286424834101,47.5,4.0917621608067
"I137TN",NA,NA,NA,NA,NA,33.0164207426244,914.574513028509,881.72944783576,2.44077612733705,861.303278488101,72.258457307065,184.495229530357,69.2036014082141,NA,NA,NA,NA,0.86473649885544,136.615700738489,4.81857637417577,NA,10.8580142642635,180.712491631153,287.891762504946,18.3746963932817,NA,NA,NA
"I205",39.3333333333333,83,NA,14,41.6666666666667,35.9133325,826.163335,790.2475,1.94077612733705,685,71.5,213,56.25,3.16078068550917,14.545078741422,67.8902523885481,NA,0.86473649885544,135,2,66.9892235147786,6.85801426426351,187,303.5,8,NA,60,5.3
"I29",35.5555555566667,119.055555566667,NA,17.3846361627153,43.4444444433333,24.02389,698.0527775,674.02639,5.44077612733705,722,76,264,51.25,4.055,13.575,68.19,NA,0.86473649885544,125,0,105.239223514779,5.85801426426351,224,350,11.5,NA,48.75,2.69444444433333
"IA2132",37,123.166666666667,NA,14.3333333333333,40.293621226218,28.985555,784.30278,755.3172225,2.44077612733705,648.5,80.5,272.5,66.25,6.275,17.155,60.525,NA,1,122.5,1,114.239223514779,5.85801426426351,257,354,13,0.462713575165899,48.75,5.05807012793367
"Ia5125",NA,NA,NA,NA,NA,22.4013875,768.3725,745.9686125,2.44077612733705,NA,NA,155.5,39.2036014082141,NA,NA,NA,NA,0.86473649885544,95,3.81857637417577,NA,7.85801426426351,114.712491631153,206.5,16,NA,19.7583708022721,NA
"IDS28",29.0415955819674,117.579005734386,NA,14.7076744948914,27.2330838030432,31.6922225,846.5527775,814.8580575,9.44077612733705,699,58,204.25,60,4.635,15.77,67.29,NA,0.86473649885544,160,-1.42425933366844e-17,93.3333333333334,12.8580142642635,144,270.75,17,0.537286424834102,57.5,2.48307012793367
"IDS69",27.8985860095089,142.726874077326,NA,11.6846213152132,30.0534100585223,20.136945,896.7066675,876.5672225,0.44077612733705,597.5,66.5,188.5,52.5,NA,NA,NA,NA,0.86473649885544,82.5,2.84851866733688e-17,137.125448585544,11.8580142642635,158,273,15,NA,64.7583708022721,2.4417621608067
"IDS91",28.5,135.666666666667,14.0415299227703,14,38.6666666666667,20.6922225,843.0672225,822.3725,5.44077612733705,651,70.5,221.5,35,3.805,13.6,64.61,NA,1.5,90,0.5,106.166666666667,9.85801426426351,188,317.5,14.5,0.462713575165899,52.5,2.16281095246968
"Il101",32.8985860095089,122.726874077326,NA,NA,35.0534100585223,37.5313592573756,762.641596971491,724.93388716424,2.44077612733705,664.696721511899,49.741542692935,239,NA,NA,NA,NA,NA,1.5,90,3,108.125448585544,3.85801426426351,229,363.5,11,2.4627135751659,57.5,6.3417621608067
"Il14H",36.9168088360651,115.841988531228,NA,10.0846510102173,55.5338323939136,34.1633325,759.02389,724.860555,2.44077612733705,701.75,72.25,213.25,35,6.78,17.885,61.885,NA,0.86473649885544,155,1,NA,9.85801426426351,241,374,14.5,0.537286424834101,42.5,8.87437809506063
"i1677a",NA,NA,NA,NA,NA,NA,NA,NA,-0.55922387266295,609.303278488101,63.258457307065,168.495229530357,NA,NA,NA,NA,NA,0.86473649885544,126.615700738489,-0.181423625824229,NA,0.858014264263514,150.712491631153,277.891762504946,9.3746963932817,NA,NA,NA
"K148",35.7915955819674,107.829005734386,NA,11.4576744948914,45.4830838030432,57.0527775,903.608055,846.5527775,2.94077612733705,739.5,65,195,76.25,4.635,16.38,64.925,NA,0.86473649885544,152.5,1,96.9892235147786,9.85801426426351,178,318,13.25,NA,75,3.76281095246968
"K4",38.7915955819674,135.829005734386,NA,13.9576744948914,86.9830838030431,21.6269757426244,992.353403028509,947.8172225,7.94077612733705,735.5,99.5,222,70,4.70078068550917,12.365078741422,68.2202523885481,NA,0.86473649885544,155,0.5,126.239223514779,11.8580142642635,196.5,331,16,0.537286424834101,72.5,3.71281095246968
"K55",42.0415955819674,115.579005734386,NA,15.9576744948914,58.7330838030432,14.5816675,876.5672225,861.9830575,2.94077612733705,698,72,182.5,62.5,NA,NA,NA,NA,0.86473649885544,130,2,92.4892235147786,11.8580142642635,148.5,253.25,9.75,0.537286424834101,55,4.16281095246968
"K64",38.5,145,30.0415299227703,14.6666666666667,86,23.886945,908.89889,885.009445,8.94077612733705,874.5,82,242,63.75,3.68,11.3,71.265,NA,0.86473649885544,172.5,1.5,124.666666666667,10.8580142642635,208,330.5,12,NA,62.5,4.53333333333333
"Ki11",38.657697422787,133.784431304277,26.0415299227703,12.0846510102173,35.543621226218,0,985.038335,985.038335,3.94077612733705,921.5,98.5,275,62.5,NA,NA,NA,NA,0.86473649885544,158.384299261511,1.5,111.823500777993,6.85801426426351,259,340.5,9,NA,75.2416291977279,3.40807012793367
"Ki14",NA,NA,NA,NA,NA,NA,NA,1045.34000283576,3.44077612733705,844,101,191.5,NA,NA,NA,NA,NA,0.86473649885544,NA,7.5,NA,8.85801426426351,198,335,18,0.537286424834101,NA,NA
"Ki2021",NA,NA,NA,NA,NA,NA,NA,1045.34000283576,2.94077612733705,898,109,162,69.2036014082141,NA,NA,NA,NA,0.86473649885544,NA,4.5,NA,10.8580142642635,199.5,344.5,22,1.5372864248341,NA,NA
"Ki21",32.184605154426,122.431137391445,NA,10.2307276745695,54.412757547564,33.2953057426244,1004.01673802851,970.897777835761,2.44077612733705,733,81,177.5,69.2036014082141,3.20078068550917,13.825078741422,67.7002523885481,NA,0.86473649885544,140,3,112.852998444013,10.8580142642635,220,315,13.5,1.5372864248341,60.2416291977279,3.78385974413267
"KI3",37.9168088360651,127.841988531228,13.0415299227703,14.0846510102173,46.5338323939136,34.3052775,968.788335,934.4830575,4.94077612733705,784.5,95.5,130.5,52.5,5.115,14.1,61.065,NA,0.86473649885544,130,4,62.0215529704427,8.85801426426351,207,268.5,12.5,NA,70.2416291977279,2.97437809506063
"Ki43",37.184605154426,147.431137391445,NA,12.2307276745695,57.412757547564,-8.64691425737563,992.353403028509,1001.17666783576,1.44077612733705,962.303278488101,92.258457307065,260,75.7963985917859,5.67078068550917,15.795078741422,60.2202523885481,NA,0.86473649885544,118.384299261511,2.5,125.852998444013,10.8580142642635,252,358,7.5,1.5372864248341,60.2416291977279,3.68385974413267
"Ki44",NA,NA,NA,NA,NA,NA,NA,1034.22944783576,0.940776127337049,711.75,86.5,215,44.2036014082141,NA,NA,NA,NA,0.86473649885544,128.384299261511,4,NA,10.8580142642635,218.5,296,10,NA,NA,NA
"Ky21",40.6666666666667,147.333333333333,NA,12,93.5,30.27639,947.8172225,917.538335,2.44077612733705,753.5,100,191,73.75,3.28,15.665,65.845,NA,1.86473649885544,153.384299261511,5,134.989223514779,9.85801426426351,236,338.5,14,NA,80.2416291977279,5.61666666666667
"KY226",37.157697422787,97.2844313042773,14.0415299227703,12.3846361627153,36.543621226218,33.0164207426244,914.574513028509,881.72944783576,3.94077612733705,850.696721511899,84.741542692935,239,52.5,NA,NA,NA,NA,0.86473649885544,140,1,68.3235007779934,5.85801426426351,179,293.5,14.5,NA,55.2416291977279,4.48307012793367
"KY228",36,124.833333333333,23.0415299227703,11.6666666666667,52.8333333333333,41.2908325,924.0672225,882.7763875,1.44077612733705,832,87,193.5,61.25,3.46,14.11,66.455,NA,0.86473649885544,162.5,4,102,7.85801426426351,211.5,315,18.5,NA,70,4.28333333333333
"L317",39.5,180,NA,15,78.9830838030432,64.3316675,930.4566675,866.1225,5.44077612733705,683,93.5,196.5,58.75,4.97,13.785,67.54,NA,0.86473649885544,195,1,165.489223514779,11.8580142642635,153,298.5,18,NA,67.5,3.93333333333333
"L578",40.184605154426,121.431137391445,NA,16.2307276745695,59.412757547564,3.67895547246895e-16,956.9830575,956.9830575,1.94077612733705,881.5,95,226,70,5.94078068550917,16.165078741422,66.0602523885481,NA,0.86473649885544,210,1.5,86.8529984440132,5.85801426426351,225,336.5,8.25,NA,85.2416291977279,4.68385974413267
